code,date,value,totalvalue
110022,20190708,28450,28450
110022,20190709,28390,28390
110022,20190710,28510,28510
110022,20190711,28440,28440
110022,20190712,28700,28700
110022,20190715,28520,28520
110022,20190716,28120,28120
110022,20190717,28020,28020
110022,20190718,27690,27690
110022,20190719,27839,27839
110022,20190722,27799,27799
110022,20190723,27620,27620
110022,20190724,27650,27650
110022,20190725,27870,27870
110022,20190726,27870,27870
110022,20190729,28030,28030
110022,20190730,28060,28060
110022,20190731,27750,27750
110022,20190801,27410,27410
110022,20190802,27280,27280
110022,20190805,26870,26870
110022,20190806,26960,26960
110022,20190807,26730,26730
110022,20190808,27150,27150
110022,20190809,26900,26900
110022,20190812,27360,27360
110022,20190813,27320,27320
110022,20190814,27740,27740
110022,20190815,27670,27670
110022,20190816,27860,27860
110022,20190819,28220,28220
110022,20190820,28490,28490
110022,20190821,28450,28450
110022,20190822,28860,28860
110022,20190823,28990,28990
110022,20190826,28580,28580
110022,20190827,29150,29150
110022,20190828,29160,29160
110022,20190829,29300,29300
110022,20190830,29850,29850
110022,20190902,30150,30150
110022,20190903,30030,30030
110022,20190904,29820,29820
110022,20190905,29840,29840
110022,20190906,29790,29790
110022,20190909,29780,29780
110022,20190910,29640,29640
110022,20190911,28769,28769
110022,20190912,29230,29230
110022,20190916,29100,29100
110022,20190917,28990,28990
110022,20190918,29540,29540
110022,20190919,29530,29530
110022,20190920,29550,29550
110022,20190923,29260,29260
110022,20190924,29640,29640
110022,20190925,29450,29450
110022,20190926,29169,29169
110022,20190927,29129,29129
110022,20190930,28860,28860
110022,20191008,29169,29169
110022,20191009,28950,28950
110022,20191010,29030,29030
110022,20191011,29250,29250
110022,20191014,29330,29330
110022,20191015,29670,29670
110022,20191016,29380,29380
110022,20191017,29260,29260
110022,20191018,28920,28920
110022,20191021,29080,29080
110022,20191022,29140,29140
110022,20191023,28769,28769
110022,20191024,28350,28350
110022,20191025,28630,28630
110022,20191028,28980,28980
110022,20191029,29220,29220
110022,20191030,28960,28960
110022,20191031,29210,29210
110022,20191101,29910,29910
110022,20191104,30070,30070
110022,20191105,30120,30120
110022,20191106,29870,29870
110022,20191107,29930,29930
110022,20191108,29940,29940
110022,20191111,29490,29490
110022,20191112,29420,29420
110022,20191113,29670,29670
110022,20191114,29920,29920
110022,20191115,29870,29870
110022,20191118,29820,29820
110022,20191119,30120,30120
110022,20191120,30099,30099
110022,20191121,29930,29930
110022,20191122,29380,29380
110022,20191125,29350,29350
110022,20191126,29610,29610
110022,20191127,29420,29420
110022,20191128,29340,29340
110022,20191129,28730,28730
110022,20191202,28730,28730
110022,20191203,28860,28860
110022,20191204,29049,29049
110022,20191205,29060,29060
110022,20191206,29580,29580
110022,20191209,29440,29440
110022,20191210,29470,29470
110022,20191211,29230,29230
110022,20191212,29080,29080
110022,20191213,29570,29570
110022,20191216,29410,29410
110022,20191217,29640,29640
110022,20191218,29620,29620
110022,20191219,29490,29490
110022,20191220,29420,29420
110022,20191223,29320,29320
110022,20191224,29450,29450
110022,20191225,29200,29200
110022,20191226,29500,29500
110022,20191227,29680,29680
110022,20191230,30480,30480
110022,20191231,30570,30570
110022,20200102,30580,30580
110022,20200103,30139,30139
110022,20200106,29930,29930
110022,20200107,30230,30230
110022,20200108,30310,30310
110022,20200109,30870,30870
110022,20200110,31360,31360
110022,20200113,31460,31460
110022,20200114,31120,31120
110022,20200115,31269,31269
110022,20200116,31330,31330
110022,20200117,31490,31490
110022,20200120,31340,31340
110022,20200121,30710,30710
110022,20200122,30720,30720
110022,20200123,29690,29690
110022,20200203,27310,27310
110022,20200204,27679,27679
110022,20200205,27980,27980
110022,20200206,28320,28320
110022,20200207,28380,28380
110022,20200210,28480,28480
110022,20200211,29110,29110
110022,20200212,29150,29150
